VOICES_ID_NO,DOC_SERIES,DOC_REF_NO,PLEADING_TYPE,LONG_TITLE,SHORT_TITLE,GENDER_CODE_PLAINTIFF,GENDER_CODE_DEFENDANT,DATE_RANGE,THEME(S),PLEADING_TEXT,IMAGE_LINK,FREETEXT_NOTE
,E,121,Bill,"John Whit of Knocktofer, co. Kilkenny v. Ellan Shortall of the Brittas, widow of Donoghe fitzPatrick, and James Shortall of the Loghwinnye, co. Kilkenny.",White v Shortall,,MFJD,,,"To e e t e C
 he a copeeh vnto your hoor soy yt or knal tetid in the comntye of tssreye pente that wheare in
 and for coniedratien that the said Jhon while shoulde marryes and take to his wedded wise Annes sith
 Patruke Reghter tondouoghe for Patricke deceased and of Ellemas Shortell of Writtas, wirdowe
 late wif to the sayde douocte fily Patricke, the sayde Elle and one Jhis Hortull:
 faythe leghpninge in the sayde countcye of kilkerye nnte did faythfullye promyses & assturre
 to satyfye and paye vnto your suppliant the some of one hundred pounds, s to be payed is onrnner
 fellawst vz st theareof to be payed at the Post of Philly James in the yeare c
 god 1592 xxx lest at the feast of Sᵗ Michell thearkangell then next fourwnth and xxv
 at the forst of Easer then nomedoutlye Stogether withh towe hundred shipe viij shplonye
 at
 garrans with the furnture of a ploagye, six meoley cowes and ssex barron at the feame&
 tymes aforsayde by ene percions ass by appparant matter shall cppeare So it is ther cuerie
 your suppliant hath marryte & taken to his swedded wih the sayde Annes woch ding his sayde agrement
 and proies, & hath diuerse tymes required the sayde Jlam Shartell & Jane Hortall 10
 Galisfye and paye vnto him the som of xxx sy theyumber of xl shepe & sixe cowed
 resed & remayned vnpayed to him of the mony & cable beefore specified & the sayde Lade
 James resused to paye or salysfye the same and yet doth and the same wrongfyly
 delayneth fhim your suppliant together with thecrease of the sayd ites for these to dare
 past &nkd to all equitye and consiience And to your saees dmages of xe~~
 and foremer as the sayde periose dwell and remayne (onmite part from wherce
 Ites ybe hard t i stryall by didnngg aningst isandant as te
 raunte her maiesties wiie aof suppena y ydeweesed her inance of the
 sayde Elam Shoreall E haneb pvad an six dayes ty o fight theareof and
 is the sod orn to geraher deste
 your fiphant shall praye &c off",24_JULY_24,
,E,126,Bill,"Robert French of Ballitorie, co. Wexford and Alson his wife v. Walter French his son and heir.",French v French,MFJP,,,,"To the Right Honnorable the L. Chancellor
 Humblie sheweth vnto your Ld:s Robert ffrench of Ballitone in the Countie of wexford gent and Alson his wife that wherof late
 the said Robert hath made afeoffment of Ballitorie Gurchenemoroake Bennetstonne and divers other landes in the countie of wexford
 to Nicholas ffrench son to the said Robert and other ffeffees to the vse of his said wife Alson during hir life for and in respect of
 hir dower of all the landes tenementes and hereditamentes of the said Robert ffrench and to the vse and preferment of certaine of his doughters
 to mariadge as more plainelie by the said feasment maie appere, So yt is right Honnorable that walter french sonn and heire to the said Robert and
 Alsone vnnaturallie myndeing to over throwe the estate of his mother hath vntrulie published to divers and sundrie persons that he hath anancient
 feysment of the said landes of Ballitorie Gurchenemoraake Benetstonne and the rest by which feefment his father is interested onelie of aparticuler
 estate as he saith and that the estate latelie past by him to the said Nicholas and the rest to the vse of the said Alson maie therebie be
 defeated Therefore and masmochas such kinde of practise being vsed by the somm, against his patieyall mother is not onelie verie vnnatueall
 but also contrarie to conscience especiallie yf therebe noe such anient feofment as your suppliantes verilie thinke there is not And alfe yt
 do
 anie such serment is pret seing the said Robertis interested in aparticuler estate therebie yt maie please your L. to graunt hir maiesties
 writ of subpena to be directed to the said walter ffrench comanding him &ncertainne to appere before your L. the first retorn
 of the next term beinging then with him the said feofment perferice sughbl, to be inroled in hir maiesties high Courte of Chancerie
 or other wise to be examined touching his knowledg of anie such ancient feesment wherebie this last feoffment maie be defeated
 and your suppliant shall praie &c",24_JULY_24,
,E,132,Bill,Rose Garvey alias Uscher widow exr. of the will of John late Ld. Archbishop of Ardmagh v. Walter Smith,Garvey v Smith,SFP,,,,"TTo this denant hoe th Cyuncell
 Bumther th engeed vnto your homor deeose Sgeven alo toschte of Dubnc wndowe, executrixe of the lastes will and testament of the moste Reberenabl
 father in god presilate lo ateebnishope of ardmaghe and Paymate of all Irelande, thit ewhem the said moste Rover and father ⁁
 in god Thosas Kinge late Prymate of Admuaye y decessor to the sayde John Garvey, and the denne & Chapter of Ardmaghe
 depuersed by their Indentare of lease about tenn yeare & past the towne kindes and Witermill of Betaughton in the ldi of x x
 Acconfeighen for mame yeares hes to come to Carles Culthropp Esquier, her maiestes attornid generall haue others the certen
 Conemement of whichlease your poticiones knoweth not but saithe the same lessees ion their assignes entred into the premisses
 by soce of the said lease about thnm yeares past & had held & enioyed the same, the intrest of which lease in the premisses
 was conveied by the said lesses to walter Smythe of the newry gent for all the yeares theirof : then to come by force
 wheal of the said wattere entred into the premisses the laste of January or within fewe duyes befor d after in anno 1592
 your petition said testate beinge then and besr lo: Rych. of cordmaghe to whom the Revercion in ffee of the said towne
 landes & mill as right of the said Binsshoppicke did belong. vppon and out of which towne landes & mill their was & is
 refued by the said lease past to your said Charles Calthrop & others the yearlie rent of three poundes ster currante
 money of Englande which rente of threew poundes was arere & due to your suppliantes testator in his lyf for one year.
 endinge at michelma 59g: And also the said walter Smithe sett over the said mill dmediatly vppon his entred
 into the premisses to amuller whose name your peticioner knoweth not for iiijˣ xᵗʰ mill corne of the Contrey
 measure their & accordinge that lettinge and at that nomber of pate pecke of mill corne the said mill was held and
 enibyed by the said Smyther vnder tenantes for trwo yeares one moneth and vpwides in the plif of your peticion
 said testators & next befor his deathe for which two yeares and one moneth your oratrix testator ma Prymate of
 ordinagle to whom all maner of tuthe corne, aswell of the said bene lande and will as in right of theis said buishope
 in
 did and ought to belonge & after your oratrixe said testator at dublin within the county of the Cittye of Dublnc
 the vjᵗʰ of marchaas 1594 died and for two yeares one moneth next before his death the said Smythe me yet his
 vndertenantes paid noe tietyd ow of the said mille to your oratrixe said testator in his coft neythe to your
 peticion being his executrixe after his death althe the said alere of Rent & tiethe of the said mill Bathbene, as well
 required by your oratrixe said testator in his lyf & also by your peticioner benge his exeuchyn After his death. &
 for asmuche as the saide Smythe beinge suild out comon lawe for the said rent of three poundes t hath yemowe the
 cause into this honnorable Courte, I maye please your hounor to proffixe the sayd Smythe a peremptery dare to
 aunswer the premisses, And your oracrixe shall praye &c / And yo ovatrize doeth produce and showe
 here in Courte the letters testementarie of her said testators last will, (whereby vt plainely appeareth that she is
 executor to her said testators & theieby hath the administracion of so daod Sthatells",24_JULY_24,
,E,142,Bill,"Nicholas Arlond of Thomastowne, co. Kilkenny by Giles Alen of Dublin alderman, his next friend v. John Rooth of Weles, Margarett Purcell of Thomastowne and others",Arlond v Rooth,,MFJD,,,"To the righ Honorable
 the L Chauncellor
 Complayinge sheweth vnto your good L your Lusipps nicholas Arlondis o Thomastowne nathe countie of killeny by Giles Alen of did
 Alderman his tuch and next frend That wher your said suppliant was iustelie seised as of his nheriaunce by distent o
 his father Andrewe Arland of one orchard in Thomastowne aforsaid indothe profitt theirof sihens his fathers deach hath take
 and nowe So yt is right honorable that John Rootes of weles, margarett Purcell of Themastowne, katherin Orland
 dustace Arland and Jowan arand of Thomastowne (aforsaid of their mere wronge and without eny collor of rights
 hath entred in the said orchard and theirof haue with force and violews disered your suppliant to his greate inderance and
 damadges. Inconsideracion, wherof and forasmouch as your suppliant is but in orphant not hable to defend and kepe hir
 possession and that also his said tuch and next frend dwelleth in dublin farr of from the place wher the said orchar
 liets That yt would theirfore please your good L to graunt the Quenes maiestes wrytt of subpena directed to the plaintiff
 aforaid comaundinge them theirby vnder apaine to permytt your suppliant to enter and enioye the said orchard and also
 make satisfaccion vnto him for the fruite and profictes that they haue taken otherwise to make their personall
 apparano vppon sight theirof before your L to make aunswer hirevnto as to Justice apperteynances and he shall px",24_JULY_24,
,E,143,Bill,"Donyll Custy of Dublin, smith v Elizabeth Russell, widow of Michell Russell of Seton deceased",Custy v Russell,,SFD,,,"To the Right honorable thgho
 Chaunclor
 Te most humble mane hewith vnto your honor Domll Cutry of Dublue faith that where one mayyell
 Buschell of Seton decesed and goords Russhell of swordes gent did borow of your suppliante the somme of
 ixlest vz the said michell vj£ and the said george iij£ which iij£ the said grorge deliuerid as he
 affyrme to the said michell and after the decese of the said michell the said donyll did sue in this
 honorable courte one Elizabeth Russhell wyff to the said michell for the same who did adminst his
 goodes and she beinge presently bound into England, order was taken wherby the said gorge was
 bound in this said courte to satisfy your suppliant, iff he shold Recour and aftter by provocution of the
 said gorge order was taken for the premisses by gerald dillon and thos sy gent to whom the
 matter was submitted by your suppliant and the said gorg wherby it was ordered that the said
 said
 georges Russholl in dischardge of his said bond and dett shold pay your supplinant vij£ &str
 so as ther was xxxˢ abatie of his Just demaund as by the said orverer subscribid with ther syandes
 apperithe this noet with standinge your suppliant ys as yett delayed & not payed ether of the said
 ix£ or yett vij£ xˢ by mens of the said gorge in tender consideration wherof may yt pese
 you honor to call befor yow the said gorge to aunswer the premisss etherto pay the said wiilim
 accordinge the bond taken in this court ore to annswer the said vij£ yˢ ordered againste hime
 the somer for that the said Elizabeth lefte suffycient geeteh in the handes of Janyes malen
 to pay the same with the said gorge monght haue Recoved ore did Pras he ye orato",24_JULY_24,
,E,146,Bill,"John Derghe and Elizabeth his wife, Anne and Katherine Goldinge of Rahulke, co. Dublin v. Thomas Stephens of Dublin, merchant",Dorghe [?] v Stephens,MFJP,,,,"Eo the Right honorable the L Chauncellor
 humbly shoveth vnto your honor John dorghe and Oleabeth his wife Anne Goldinge and batherne goldinge of
 Rahused within the countie of dublin, that wher Richard Goldinge late of the said Rahabke husbande to the
 lute
 said Oliuabeth became bounde to Thomas Stephins of dubler merchant by his deed obligatorie in the somme of
 v£ sterlinge payeable at a daie longe sethens ingurred y£ ster wherof the said Richard in his life tyme
 payed to the said Stephins and thother fortie shillinges he paied by thassignement of the said Stephus to
 henry Shelton of dublin merchant as shalbe sufficiently proved, whervppon the said Stephing premissed the
 deliuery of the said bond in lieve of acquittance and befor the same deliuered the said Richard Goldinge died
 ledinge both his said daughters his executors, after whose death the said Stephins hath ther vacacion
 arrested your suppliant & brought suit in the tolsell of dublin vppon the said bond againste your suppliant
 fo recouery of ij£ of the said v£ alreddy payed, for which your suppliant haue no acquittance to shove, nether
 tane they be receaved to plead the payement of the said iij st. without dede by order of the comon lawe?
 it maye therfor please your honor to graunt her maiestes writte of eniuuction to the said Stephins
 his attorny or attornyes enioyninge them not to prcead any further in the said suit but that the
 said Stephins procead by bill of complynt befor your honor in her maiesties highe court of coy
 chauncery, that the executors of the said Goldinge may hand advantadge of the said payement
 by waye of plee ther & your suppliant shall praye &c",24_JULY_24,
,E,149,Bill,"James Bermyngham of Ballemolan, gent. and Graney his wife. [v Con O Molloye and Onorey ny Molaghine]",Bermingham v O Molloy,MFJP,MFJD,,,"To the right Honorable the prerchauncellor
 Complayninge shevehe vnto your Honor Janer Bermynghm of Balle wold gent
 and Oraney his wiffe that they were seised of xij men xvj gardinges vjˢ acwey
 of erable lande xxaines medue iij£ acres pastive with their Apprtenancer in
 kylbriden xij mer xij gardinges vjˢ acco offerrable land xx acres medue iij acrer
 pasture one hindered acres wodd aur one hindered acres moore with ther Apprenancer
 in kylluerurrey in the kinger countes in ther demeane as of fee vntill Conomolloye
 of the said kylbride & vnorey my inslaghtine of the said Cyllnecurrey wydowe And
 Dyrlaghe in Bryen, & molloye of the same gent wrongfully & with force & Armey
 disseised your Complt of the premises & the same wrongfully deteinethe contrarie to
 hir masir peace & to the damadger of your compl of xl£ , And for that the
 forsaid lander & tenementes liethe in the remote parles & butt latlye reduced to shier
 grounde who are not yet acquainted nor vsed to eny triall accordinge the course of
 common Lawe, Therfor it may please your Honnor lo dyrect your comaundement vnto
 the said defendant willinge them to yeld the possession of the premiss vnto your complt
 Otherwise to Apeare befor your Honor on sight therof to Aunswerthe premisses
 & your compl shall dailie praie &c",24_JULY_24,
,E,153,Bill,"Alson Barnewell, widow of John Pluncket, eldest son and heir of Geordge Pluncket of Beaulwew, Co. Louth, esqr. v. Jeames Pluncket of Brownestowne, gent",Barnewall v Plunkett,SFP,,,,"to the might honorble the L charntel
 Snther at ys honor resson barnewell wildo late wife to John plunckes latelye decesse and vldist somans are to geedge preiie
 of beavlewe in the scountie of Lowth esquier / where in cosideracion of the inge hat and made bhethen the said John
 pluncket and the said alsoe and other good consideracions the said geoodge mevinge the said worde thi fuilconselente
 made asafficient securtte and estate to the said John plancket and also Amignt this defendnnanm the asedge landes
 and tenementes the said geordges had and oghte to haue in browniston boald orucionhem his oitie of Aubline the certile
 whereof amontithe to p messuages gardens and other cottages togither with soarettye and andwith ther appurtenances in the
 said Jowne, and in the felde of the same for and duringe the naturall liver of the send and aen and the lse of the
 toverliver of them after hich assurance the said John and alson wer soane as of he a f the premisses and
 after the said John pluncke died after whose death the said alsons yd in theas survivor to he said
 husband and she being seised and possessid of the said messuages cottedns and bonde with ther app ortenances
 acordinglie & one Jeamer pluncket of blowfrustonne aforsaid gent, hath the fiirst of fune this present yere wiga
 wrongfullie entred into the said messuages cottes landes tenementes and y the rmosses with ther appurtenance
 and hath not onlie with force and armis Cg ed the complainant in browking his lorgl seisine and poscession tha
 thereof but also hir tenantes at will there by culor of lamne made by the said Jeames plincket to the premisses
 by deuise at will of the said complainante wher in troowth he had awfull woyninge to advoide the poscession
 the same given to hiue accordinge the custome ofiche contre by the said complanant wherevnto, he fullie agreed
 wich discurbance is to the complainantes damages of them sto therfor it may please yhour honor to graunt your letters of
 maintenent to the said feanes plaicket peresdnt lits apon sight of the sid to a therrer before y hs hand to answere the
 premissis & thak &c",24_JULY_24,
,E,156,Bill,"Ellen Walshe of Waterford, widow v. Richd. Stronge.",Walshe v Stronge,SFP,,,,"To the piist table a
 Hhally sheweth vnto your yoro Allen walshe of watersid ser sn e sae e of the e of the s h
 wheare the said Nicholes in his life tyme beinge seised in hg demr sulte t e id tsid t th sn eceee e at dend
 fares, and pisture, & six acres of wodd in the townes hambell and souof mabius o d
 County of filfeny, therof emonge other things hath enfeoffed cte ite et o theetf
 Sir Thomas wale of silkeny priest, & fauvence dobbe of Jd se te nt s to h ste ensnt of the e d
 for euer to the vse of his last will & testament, by vertu wherof them sweare adrding ysefendant ie
 said Nicholas fley by his latt will testament devised the said tenentes mon tem to esepine f to
 duringe her natarall lyfe, the remaynder after her decease to hys Somon th tooae dhieent
 divers remaunders over and after the said Nicholas dyed, after werse eate you sn he d thenn
 was seised in hir deniend ar of fehold, and contyyned is vised vntill iihard ther de ate fsat od
 fully entred into the premises & your suppliant therof hath dusseised, and the sdeshas theroftoalue as oet
 taken & vonverted to his de contrary to her Maiesties peace, & to your sayd Ityes t ndfesaidoed
 said Richard Strange is say gentleman of greate posfessions frendsed tith ithe and one ofd
 whom your suppliant beinge awidowe of no frendship or allaunce thereis intou f this defendantaannnt
 the said County is in the remote partes whence ordinary tryall accordinge on nothe ne
 It may therfor please your Honor to graunte her maiesties proces of subrerna to be mate his chme hisddefendant undey
 payne to make his personall apparaunce before you the first of the next Merlell e nen
 fo take further order as to Justice and conscience apptayneth And your",24_JULY_24,
,E,166,Bill,"Symon Luttrell of Luttrellston, esqr. v. James, John, Bartholomewe, Walter, George, Mathew, Ellenor and Mary Delahide",Luttrell v Delahide,,MFJD,,,"nnorable the saidhauncell
 h sid hhable ndned shbe the sen th he t ute aeie ath a se t hll she e she e the shh y tare the e t d sae
 efull posessione of two mest yarthes and fforth ens of trobles nts appurtnnces of mercoved &
 woddes and pusome in thie Tone and ffeeldes of non are in the County of Maste and bein e so posessede did
 teluthe erneste svite of Sorous efend bate of moncleae adeun thesame will to the said lancens
 esevinge ffirte shillinges Rente ym whosehode thenm and prend the same by dersue of the saide
 Eddmiseed nome the ffeaste of lm hi So y and n oare s Lord god 15£ to the tyme of sis
 eathe and paidd the Rond therofybte thiJamis 1583 And for iiij Renton
 beinge thes Pente of two T ur h eandinge ale te off shmos u hall en ss s d boninged to fetfe deathe of the
 said Rns your orator is intitaledeto ae the same inge of the said hup hes wie and others his Children
 whose names ar vnder whitter beinge his entorsndis thereartih decease of the said lawrens who
 yde in Apriell aboutest olteydires huste pustey ring Annoddim which th said lease at will was by lawe
 de haue defermyned yewhea by hex or elove and and s prosessede of the same, That notwithstandinge, so
 yt is right heonnorable that the said yoraid husser of her extortowronge and power without any collor of right
 hathe ymediatelie after the deathe of the said Jusbane forreablie entrede in the said mesuages and lande, and
 the same hathe forrenblie kepte frome your orator and hath so wrongefullie and forceablie kepte the same, frome
 the decease of her saide husbande till this presente Easter 1693 and hathe taken the yearelie ysswes and proffittes
 therof beinge worth sixe poundes ster yearlie sythens the deathe of her said husbande to your orators damadges of lx£
 In tender Conscideracion whearof may it please your honnor to chall befor you the saide Johan hussey and others
 the executores of her said husbande, and cause them to pay the said aveere of Rente incurrede in the lif of ther
 testator, and also to Cuuse the said Johan to make presente answer for the wrongefull tepinge and deteynor of
 hentrie
 the said lande accordinge to the yearelie proffittes therof, and accordinge an order lande downe in this honnorable
 Courte, and your orator shall pray &c",24_JULY_24,
,E,170,Bill,Bryan O Kenedy and Gyles Butler his wife.,O Kennedy v O Carroll,MFJP,,,,"J R Honorable the fet ancel
 othumbly saiethe to your honorable fone your Smpliant Bhan a koenedy and Gyles Bafter his wither wh
 am
 Geig Kyghe of Cearall Aato Lo: Barron of Oly and bute husband to the said Gies was ssed
 of the Lordshipa and contre of the said Oly called aCaoull is contre in his demeant as of fe
 tayl and so beinge seised theof deyed seised by whose deathe your Srpip te said Gyll entied
 to hawe hard parte by the lawes of the Realme So it is Right honorabl that th Charbl
 o Cardnble Knight is seasen of the said Coutye and Lardshippe of Ely and refusethe to afsmed
 vnto your Copplit her shwede parte of the premissses contrary to lawe and fustice Whherfod
 and dcousy deracions that the saide Cly is nar oney ground from myoe ryall may besaad
 by Course of the Common lawe That it may pease your h honorable Lordship to dy phet y Quene is Maiestie
 ts hubrite of Smpdane to the said l Charde enioyinge him eyther to assygne vnto your saye
 the thardishaunte of t the said cotde, or to ayere befor your honor and shef cause to the confeneng
 And the sayth ablayes poun &",24_JULY_24,
,E,174,Bill,"Mary Drayckett of Maryverton, widow and John Draycott her son, exrs. of Henry Draycott deceased v. Alexander Barnewall of Robertstown",Draycott v Barnewall,MFJP,,,,"To the righte honorable the lord Chancelor
 Complaynethe vnto your honorable Cordship your sugpli Mary dwaykett of Mary ertene widwe, and John
 draycott his sone executors of the laste will and Testament of Henrie draycott deceasede, that whelwas your
 suplp said Testator in his list time vviz. in any · 1570 did sell vnto one walter yorcke, vpon the swextyesh
 ran vndertakinge of A Rexander Barnewall of Robertstone gent, selavone Compley of Corne at Scatteynaghs
 in the Countie of Meathe after the rate of xlvjˢ viijᵈ ster. the Couple, a mowntinge in the whole to
 the some of xvj£ vjˢ viijᵈ ster which some sholde longe synce have beene payede, And for that neyther
 the said yrcke nor the said Baynewall as his suertie did pay the said some, to the said executors, att ther
 Ane, your supliant havinge fownde the said yorcke in droghela longe after viz in and 1512 had him a
 stestede vpon an accion of debte for the same money, and beinge then in execucion the foresaid Allexander
 Tarnewall Came to your suppliant and entreatede farther time for payment and thervpon give his owne?
 absolute bill, vnder his hande and seale for payment. as by the same may appere. Meverthele be righte
 Honorable he hathe as yet payede no parte of the said somme of xvj£ vij£ vviijᵈ ster. but vtterlie s
 Refuseeth to pay the same, Hit may therfore please your good Lordshape to praunte your lettres of comaundment
 vnto the said Allexander Barnewall, therby Comaudinge him to satisfie your Complt of the~
 foresaid some, or otherwise to appeare vpon sighte before your Lordship to sheave Cause to the contrinye
 And your suppliant shall pray &c",24_JULY_24,
,E,177,Bill,"William Mostan, Dorothy his wife, Hughe O Kenedy and Mary his wife.[v several O Molloys]",Moston v O Molloy,MFJP,,,,"To the Right honorable the Lo: Chugnelor
 In dost himble manner shewthe to your honorable L. your Sippliant and dayly Orators william
 Moston dorothy his wife hughe o kenedy and Mary his wife, wher Tege a Carrull
 late decessed father to the said dorothy and Mary was seised in his demeand as
 of fee of thre hondred acres of land withe the appartenances in downes in the sand knges
 one castell and
 Countie and so being seised died therof seised after and by whose deathe the same
 discended vnto the said doothy and Mary as doughters (and copeyrs to the said Teig
 by force wherof your Suppliant entred in to the said Castell and landes and therof
 were seised vntill they were therof foribly dysseised by Teng in Shanes Nolloy
 Tibbot & Molloy Cosney or Molloy and Neile o Nolloy of the said downes gent who
 whe lick force detaynethe the same contrary to all lawe and equite and to your
 Compliant is damages of one houdred poundes That it may please your honorabl L
 consydering that the said Llandes are in the remote parties from whens no ordinary
 trfiall by Course of the Sowan lawe can easyly be had. To graunt her Misete writt
 and
 of Suppena against the said Teig Tibbott Cosndy and Neile comaunding them to
 yeld the Castell & landes to your Sippliant or els to appre befor your honor and
 how cause to the contrandy And they accordinge theyr daies shall alwayes peny &c",24_JULY_24,
,E,180,Bill,"Dame Margarett Butler, widow v. Teig O Doyn, alias Teig ne Barrowe of Oregan and Terelagh O Doyn his brother",Butler v O Doinn,SFP,,,,"Tos J Hhnrable the paunceloes
 Jr most humbl ndwet shewthe to your honnor dane Margarcett Butlber Lodlwe whete she teh fusey
 pocessed of the parsonages of Rosseuall and Oregan in Adoyn is contre for terme of nany vno yeet
 tom by ectior of the Quene is maiestie is letters patentes therof graunted reservinge certain erent owt
 all
 of the same as by the said lettres red to be showen more at large may apere Gtrs Righte
 thotorabe that one Thergo domalias Teig master Barrove of Oregon and Tenelaghe & doyn his
 fother haw about v. yers past entred in to the third parte of the said parsonages and therof reade
 your Suppliant and ever sethens haw taken the profittes therof amounting to the value of xx£ pound
 contrary to all lawe and equitie, and to your Suppliant is vnspeakeable hinderaus (yf spedy reml be note
 had, That therfor it may please your honor consyderinge that triall by course of the Comes laid)
 can easyly be had owt of the said ohnes lyeng in the remole partyes Tho graunt her Atrs ei
 of Suppenat against the said Teige and Tenelaghd comaunding them to yeld vnto your Sippliant the profittes
 hetherunto by them receved, and also att to rpermitt her herfforward quietly to enioy the said prsonas
 without theyr mobstacion or to appere befor your honor lo Answer to the contrary. And she shallynas te",24_JULY_24,
,E,187,Bill,"The Dean and Chapter of the Cathedral Church of St. Brid, Kildare, v. Dame Margaret Butler, widow of Morish fitzGerald of Lakagh and Thomas fitzGerald, exors. of said Morish.",[Kildare Cathedral] v Butler,,MFJD,,,"T oth ot honorable
 the Cod Chauncle
 homabe humble mane sh with vnto yure hyner the dene of the Cidrall thiche of S bnd yor bildere bnd the chartes of the same by homaes Tyare ther sanyed ftese ht
 shand weretee some time dene of the said church together with his chapter of the same and morrich fith James of Osbarston gent and others who are diserse long beforrcause of
 this suit groven did demise by ther deed indentid Redy to be showed beringe date the prnijʰ day of September in the iiijᵗʰ yere of the Raigne of onr sueraigne lady Quen
 Elizabethe vnto mari for gerald of lakagh deceised all the mesuages landes tenementes possessions membres parcells, proffittes and customes in the Jonnes and fildes of ballylowas and
 t awrese in the countie of Eildare for and duringe the teme and interese of by yeres bereninge at the fist of Lasten next in sumege the deate of the saide Lease the said kimpl
 and his assyeldinge and payinge therfor yerlie to the said dene & chapter and ther successors fyue poundes and foursfore peces corne vnhx pect whethesaid hap pect bereie
 mate and l£ pecte oth maieste so ut i right honorable that one donne margerett buttle vydue late wiff to the said lymore fethand the decose of the said Rmornts hath
 taken the proffittes of the said landes demised who to gether with one thomas fith gerald are executors of the said sr morish and are in debted and arerage vnto hour suppliant for
 the said corne (as followith vz at the fest of the purificacion of our Lady 1582 xj peckes one hoope ote malt and pl peckes halffe whett and beare malte half ohinetd
 the s aies of he said yvely ther fesy with of suse care at the said Jilyn Anll wht & tye hines weate of thie bee coume due al the t he ofte e e e the dedes te and
 Th te e pee e o e thes he hne of he of e ae e
 d e & theed a gentes to the said upaelh deete vwopnon yu siedeth foy tha yored etate andrere at th at hire hase hard th he e te said eede ed
 wyos a bemise by your suppliantes to the said mandes of the Recteane mane and es handes of t nae destone in th he said Countied wh atey of the tene of y de
 the her
 pay doith vtherlie deny to pay the same may yt plest your hond to cause the said daings Bragere than aunswer te pre e
 pray t & the somer for that the said defendennd ae so ddant
 able to prty with the itr the comon bng",24_JULY_24,
,E,191,Bill,"William Moston and Dorothy his wife, Hugh O Kenedy and Mary his wife",Moston v MacCoghlan,MFJP,,,,"T J o ths Right honorable the L Chauncelor
 fir most humble maner shewithe to your honorable f your Suppliant and aily Orators William
 moston dorothy his wife thuges o kenedy and Mary his wyfe. Wher Teg o Carrall late
 decessed father to the said dorothy and Mary was seised in his demeane as of fee of
 one Castell and ij acres of land withe the appuntementes in Legnyer Cosuehawen otherwise
 Called Iland Kittobber in fercall in the king is Countie and so being seised dyed therof
 seised after and by whose deathe the same discended vnto the said dorothy and Msate
 as doughters and copeyrs to the said Tege by force wherof your Suppliant dntred
 to the said Castell and landes and therof were seised, vntill they were therof forcibly
 disfesed by Sir John in Coghlan Knight who whe lick force defayne the the same
 contrary to all laawe and equite & to your Suppliant is damages of one Pondred w That
 it may please your honorable Lordship consyderinge that the said landes, are in the romod partes
 from whers no ordinary triall by Course of the Comon lawe canmreasyly be had
 To graunt her mister is writt of Suppena against the said Sir John dymaundinge
 him to yeld the Castell and landes to your Suppliant or els to apere befor yor
 honor, and show cause to the contary And they acording their duty shall alwayes
 pray &",24_JULY_24,
,E,193,Bill,"Sir John Bellewe of Castleton, knight and Dame Ismay his wife v. Richard, Lord of Delven",Bellew v Nugent [?],MFJP,,,,"To the Eight honorable the lo: h ed
 Shewith vnto your honorable good lo: your spupiliant Sir John Bellewe of dastelton knight & dame Ismah his wiff df
 delvend hath enfeffed the said dame Ismay of all the landes & hereditamentes in dervoston in the county esendye
 the said Richard should pay to the said dame Ismay hir heirs or assignes the somme of fouerscore &ldder wace the
 lawfull to the said Richard his heirs our assignes to enter & the same to haue as in their former right & by the same dvd
 him his hers & assignes to warant the said land to the said Ismay by vertue whereof the said dame Ismay bene
 said Sir John as in her right, one Gerott fitz Symons of Sullenally in the county of westinete gente hath comended Crd
 honorable court befor your honor demaundinge the said lande & clayminge the same as this dheritance, thatt therse dene leada
 theno for asmeees as the nowe lo: is bound to warant the said land and thelhe fentrested in the inherrvatne the rof afterd
 the forsaid somme paid & that also all the auncient evidences therof conceneth him & are in his custo wwthout Ane said
 wherof the defendant beinge not privie to the auncient title can not directle no sufficiently plede, Therformay please
 your honor that the said nowe lo: of delven by proces out of this court may be warned to dme to the defendant answert
 the plaintiff accordinge as this court will adward And your suplant shall pray he",24_JULY_24,
